City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Ewa Beach,US,21.3156,-158.0072,76.01,79,100,3.44,overcast clouds
698,Mackay,AU,-21.15,149.2,71.69,82,74,15.95,broken clouds
699,Aasiaat,GL,68.7098,-52.8699,25.47,55,100,5.99,overcast clouds
700,Gigmoto,PH,13.7796,124.39,80.02,88,100,8.32,overcast clouds
701,Quimper,FR,48.0,-4.1,59.58,82,75,12.66,broken clouds
702,Itaituba,BR,-4.2761,-55.9836,73.56,100,75,4.61,thunderstorm with light rain
703,Koksovyy,RU,48.1967,40.5989,54.07,91,100,2.62,overcast clouds
704,Aden,YE,12.7794,45.0367,85.46,62,46,10.22,scattered clouds
705,Sembakung,ID,3.8167,117.25,74.25,98,100,0.69,light rain
706,Santiago De Chuco,PE,-8.15,-78.1833,60.1,52,66,6.53,broken clouds
707,Monte Alegre,BR,-2.0078,-54.0692,92.44,46,98,5.84,overcast clouds
708,Sept-Iles,CA,50.2001,-66.3821,47.05,59,75,13.8,broken clouds
709,Shiyan,CN,32.6475,110.7781,53.35,58,100,1.66,overcast clouds
